,filename,width,height,class,xmin,ymin,xmax,ymax
1778,166_frame4721.jpg,640,360,ball,98,55,118,74
1734,260_montreal-game01_aa_000098.jpg,800,600,ball,263,212,295,243
2843,197_1525454908.3229051frame02044.jpg,640,360,ball,352,10,438,63
7,294_64-framed4239-1.jpg,1280,612,ball,645,458,699,521
2125,IMG_20181001_165345999_BURST007.jpg,3264,1836,ball,1179,568,2503,1838
3219,293_40-framed1374-4.jpg,640,360,ball,302,170,334,204
4300,157_sequences_jasper_euro_ball_1_g_00197.jpg,800,600,ball,291,254,381,346
2903,196_output_01073.jpg,1920,1080,ball,816,337,1010,532
3489,295_69-framed1695.jpg,1280,720,ball,796,527,847,577
2086,IMG_20181003_152223136.jpg,3264,1836,ball,552,75,2058,1592
598,291_3-framed16503.jpg,1280,720,ball,679,427,846,594
1843,166_frame3141.jpg,640,360,ball,297,132,316,149
94,294_51-framed9804-1.jpg,1280,598,ball,598,480,706,598
4080,36_euro_ball_game_1_n_00586.jpg,800,600,ball,11,325,47,358
3546,295_66-framed5018.jpg,1280,720,ball,962,194,992,229
3488,295_69-framed1752.jpg,1280,720,ball,537,549,599,610
761,292_20-framed1442.jpg,1280,720,ball,858,283,942,366
3008,295_75-framed6006.jpg,1280,720,ball,1040,303,1081,337
3153,293_43-framed5734.jpg,1280,720,ball,329,425,459,541
4424,156_sequences_jasper_kicking_euro_ball_00081.jpg,800,600,ball,565,292,635,360
4497,149_21_02_2018__17_02_52_0078_upper.jpg,640,480,ball,285,85,322,122
178,292_28-framed959.jpg,1280,720,ball,852,295,882,329
1973,IMG_20181003_153059718_BURST001.jpg,3264,1836,ball,740,557,1442,1276
3637,293_30-framed2811.jpg,1280,720,ball,450,510,533,590
896,291_10-framed50973.jpg,1280,720,ball,756,96,779,134
4286,36_euro_ball_game_1_b_00236.jpg,800,600,ball,229,219,289,278
4431,155_sequences_misc_ball_robot_1_a_00275.jpg,800,600,ball,158,239,210,294
3798,36_euro_ball_game_1_h_00400.jpg,800,600,ball,235,459,278,501
2310,IMG_20181001_164911588_BURST000_COVER.jpg,4096,2304,ball,1695,1076,2421,1809
3703,36_euro_ball_game_1_m_00355.jpg,800,600,ball,624,204,641,221
4524,104_26_01_2018__20_02_54_0681_upper.jpg,640,480,ball,276,287,340,356
3251,293_37-framed2864.jpg,1280,720,ball,795,144,872,209
1767,166_frame5362.jpg,640,360,ball,433,148,451,165
2223,IMG_20181001_165006518.jpg,4096,2304,ball,1305,121,2657,1480
545,291_4-framed2719-1.jpg,1280,598,ball,1017,256,1143,364
4092,36_euro_ball_game_1_n_00410.jpg,800,600,ball,558,154,596,191
3151,293_43-framed721.jpg,1280,720,ball,453,335,677,566
422,294_55-framed8294-1.jpg,960,720,ball,305,493,352,527
2256,IMG_20181003_152509603_BURST005.jpg,3264,1836,ball,1372,874,1785,1292
2312,IMG_20181001_164906087.jpg,4096,2304,ball,1365,1352,2051,2065
1054,291_1-framed150.jpg,1280,720,ball,641,238,677,270
2389,5_jan16_seq__001.501.jpg,800,600,ball,246,249,410,417
164,294_48-framed205.jpg,1280,720,ball,632,561,697,641
2128,IMG_20181001_165345999_BURST004.jpg,3264,1836,ball,965,557,2272,1726
63,294_52-framed8194-1.jpg,1280,626,ball,742,368,784,412
793,292_18-framed6832.jpg,1280,720,ball,1137,398,1191,458
1369,260_montreal-game01_ak_000217.jpg,800,600,ball,337,243,369,276
4332,157_sequences_jasper_euro_ball_1_d_00046.jpg,800,600,ball,434,200,563,332
347,294_58-framed939.jpg,1280,720,ball,504,232,555,276
4127,243_01_06_2018__17_17_01_0482_lower.jpg,320,240,ball,41,60,106,124
3451,293_32-framed15464.jpg,1280,720,ball,11,178,34,209
3845,36_euro_ball_game_1_g_00064.jpg,800,600,ball,293,191,335,234
981,291_10-framed19511.jpg,1280,720,ball,608,163,641,201
4072,36_euro_ball_game_1_n_00661.jpg,800,600,ball,211,25,255,71
2880,196_output_01463.jpg,1920,1080,ball,886,317,1211,640
2467,197_1525455818.7280886frame09340.jpg,640,360,ball,200,267,240,306
4496,149_21_02_2018__17_02_52_0081_upper.jpg,640,480,ball,281,116,318,152
1708,260_montreal-game01_aa_000209.jpg,800,600,ball,410,189,426,205
788,292_18-framed8254.jpg,1280,720,ball,735,523,802,607
282,291_9-framed4859.jpg,1280,720,ball,838,427,874,462
4243,157_sequences_jasper_euro_ball_1_g_00203.jpg,800,600,ball,320,269,406,354
1138,81_test_nagoya_game_b_00027.jpg,800,600,ball,426,152,457,184
3437,293_32-framed1761.jpg,1280,720,ball,395,167,417,190
2775,31_leipzig_robocup16_008.705.jpg,800,600,ball,110,465,242,598
3115,295_69-framed3871.jpg,1280,720,ball,648,452,851,654
3655,36_euro_ball_game_1_m_00839.jpg,800,600,ball,483,296,542,355
2114,IMG_20181001_165426147_BURST003.jpg,1836,3264,ball,0,1278,907,2279
2967,196_output_00209.jpg,1920,1080,ball,347,275,492,401
4365,156_sequences_jasper_kicking_euro_ball_00991.jpg,800,600,ball,315,266,375,325
3492,295_69-framed1237.jpg,1280,720,ball,203,531,261,583
1041,291_1-framed22277.jpg,1280,720,ball,895,199,929,256
2273,IMG_20181003_152427931.jpg,3264,1836,ball,1410,686,1651,922
2863,197_1525454887.1352265frame01865.jpg,640,360,ball,331,171,373,207
2610,197_1525455318.729316frame05327.jpg,640,360,ball,359,300,456,359
3658,36_euro_ball_game_1_m_00805.jpg,800,600,ball,56,191,76,211
1429,260_montreal-game01_ai_000137.jpg,800,600,ball,473,109,488,124
2613,197_1525455314.6602347frame05292.jpg,640,360,ball,359,300,456,359
1362,260_montreal-game01_ak_000336.jpg,800,600,ball,537,176,553,192
1188,6_leipzig_robocup16_000.131.jpg,800,600,ball,486,145,586,242
1201,6_jun16_seq_pos_000.853.jpg,800,600,ball,339,315,431,403
2197,IMG_20181001_165032856_BURST007.jpg,4096,2304,ball,1493,673,1917,1190
28,294_61-framed963-1.jpg,1280,612,ball,705,513,846,611
2719,5_img_fr_nov15_000.428.jpg,800,600,ball,625,390,755,511
3701,36_euro_ball_game_1_m_00371.jpg,800,600,ball,592,152,611,169
208,292_26-framed2425.jpg,960,720,ball,430,475,457,501
1771,166_frame5333.jpg,640,360,ball,553,155,572,173
1954,IMG_20181003_153059718_BURST022.jpg,3264,1836,ball,407,1013,1533,1838
1223,6_jun16_seq_pos_000.387.jpg,800,600,ball,283,394,375,480
3931,32_leipzig_robocup16_010.316.jpg,800,600,ball,283,292,354,359
1123,81_test_nagoya_game_b_00261.jpg,800,600,ball,117,57,149,87
3696,36_euro_ball_game_1_m_00384.jpg,800,600,ball,138,281,221,359
4379,156_sequences_jasper_kicking_euro_ball_00755.jpg,800,600,ball,306,287,459,442
3747,36_euro_ball_game_1_k_00356.jpg,800,600,ball,471,135,511,176
701,292_24-framed10853-1.jpg,1280,598,ball,649,194,700,250
1775,166_frame4757.jpg,640,360,ball,245,243,264,262
1881,166_frame2339.jpg,640,360,ball,309,174,324,189
2092,IMG_20181001_165510462_BURST005.jpg,3264,1836,ball,975,724,1222,981
868,292_16-framed14447-1.jpg,896,720,ball,185,340,209,363
3204,293_40-framed2209-4.jpg,640,360,ball,331,231,359,259
3996,258_cframe0226.jpg,640,360,ball,329,133,503,308
858,292_16-framed558-1.jpg,896,720,ball,58,331,88,357
1935,14_leipzig_robocup16_002.349.jpg,800,600,ball,333,502,382,557
528,291_4-framed9431-1.jpg,1280,598,ball,510,270,602,354
2158,IMG_20181001_165240877_BURST003.jpg,3264,1836,ball,1361,1168,2160,1838
2095,IMG_20181001_165510462_BURST002.jpg,3264,1836,ball,1211,541,1544,900
1768,166_frame5349.jpg,640,360,ball,449,140,468,157
2840,197_1525454914.1915143frame02091.jpg,640,360,ball,59,187,106,231
148,294_49-framed3017.jpg,1280,720,ball,626,350,724,443
3296,293_34-framed6020.jpg,1920,1080,ball,1053,413,1124,484
407,294_56-framed3999.jpg,1280,720,ball,678,446,749,515
814,292_18-framed18064.jpg,1280,720,ball,134,404,180,440
2431,20_aufnahme120_FullPic.jpg,640,480,ball,39,273,126,356
2855,197_1525454892.7997415frame01914.jpg,640,360,ball,395,245,443,293
3203,293_40-framed2265-1.jpg,640,360,ball,302,168,357,221
1115,81_test_nagoya_game_b_00335.jpg,800,600,ball,370,179,400,211
1549,260_montreal-game01_ad_000123.jpg,800,600,ball,100,331,129,358
836,292_17-framed29945.jpg,1280,720,ball,401,220,439,252
476,291_7-framed6308.jpg,1280,720,ball,671,338,697,374
315,291_8-framed28765-1.jpg,1280,648,ball,443,409,502,486
1641,33_leipzig_robocup16_011.204.jpg,800,600,ball,363,66,431,137
1630,252_11_06_2018__16_14_08_3316_lower.jpg,320,240,ball,197,0,271,61
3727,36_euro_ball_game_1_m_00043.jpg,800,600,ball,262,226,331,297
1433,260_montreal-game01_ai_000129.jpg,800,600,ball,451,151,468,164
64,294_52-framed6585-1.jpg,1280,626,ball,657,406,695,438
2171,IMG_20181001_165213168_BURST010.jpg,3264,1836,ball,783,611,1988,1758
4149,160_frame0008.jpg,640,360,ball,300,252,351,307
4081,36_euro_ball_game_1_n_00571.jpg,800,600,ball,67,376,105,408
2391,5_jan16_seq__001.483.jpg,800,600,ball,334,291,488,443
652,291_11-framed4287.jpg,1280,720,ball,773,620,868,720
1904,159_wolves_test_c_007.jpg,640,360,ball,145,101,197,150
4000,258_cframe0113.jpg,640,360,ball,302,0,517,213
1125,81_test_nagoya_game_b_00220.jpg,800,600,ball,41,154,72,184
3113,295_69-framed4043.jpg,1280,720,ball,650,247,683,284
3531,295_66-framed8741.jpg,1280,720,ball,691,213,709,233
2597,197_1525455372.864615frame05788.jpg,640,360,ball,258,97,319,158
2687,197_1525455155.2186747frame03997.jpg,640,360,ball,197,71,288,139
1406,260_montreal-game01_aj_000128.jpg,800,600,ball,106,335,142,370
334,294_59-framed4823.jpg,1280,720,ball,624,260,661,301
3495,295_68-framed976-1.jpg,1280,540,ball,537,245,561,273
482,291_7-framed4446.jpg,1280,720,ball,769,372,809,425
203,292_26-framed3108.jpg,960,720,ball,95,453,138,491
4317,157_sequences_jasper_euro_ball_1_d_00313.jpg,800,600,ball,519,228,559,266
4222,157_sequences_jasper_euro_ball_1_i_00069.jpg,800,600,ball,85,185,231,323
619,291_2-framed672.jpg,1280,720,ball,590,462,675,563
1633,252_11_06_2018__16_14_08_3104_lower.jpg,320,240,ball,153,69,224,144
3787,36_euro_ball_game_1_h_00559.jpg,800,600,ball,336,80,375,122
593,291_3-framed2282.jpg,1280,720,ball,765,411,836,506
2251,IMG_20181003_152509603_BURST010.jpg,3264,1836,ball,831,852,1849,1838
4252,36_euro_ball_game_1_d_00132.jpg,800,600,ball,297,205,324,231
813,292_18-framed18348.jpg,1280,720,ball,73,412,121,461
2281,IMG_20181001_164953691.jpg,4096,2304,ball,430,0,2603,2072
3065,295_74-framed5745-1.jpg,1280,662,ball,709,352,762,401
4096,36_euro_ball_game_1_n_00351.jpg,800,600,ball,241,95,276,133
3128,293_45-framed19449-1.jpg,1280,612,ball,158,243,215,298
122,294_51-framed11816-1.jpg,1280,598,ball,336,329,443,462
1091,81_test_nagoya_game_c_00264.jpg,800,600,ball,322,45,412,140
1686,262_montreal-game04_aa_000228.jpg,800,600,ball,670,294,704,328
632,291_12-framed3970.jpg,1280,720,ball,1074,516,1141,580
792,292_18-framed7116.jpg,1280,720,ball,1143,373,1202,461
763,292_19-framed6605.jpg,1280,720,ball,919,461,1042,580
1132,81_test_nagoya_game_b_00110.jpg,800,600,ball,296,333,323,360
4277,36_euro_ball_game_1_b_00318.jpg,800,600,ball,554,369,615,431
3056,295_75-framed10435.jpg,1280,720,ball,411,463,452,503
4394,156_sequences_jasper_kicking_euro_ball_00542.jpg,800,600,ball,195,66,268,143
1997,IMG_20181003_153009067_BURST003.jpg,3264,1836,ball,1720,975,2524,1769
2070,IMG_20181003_152336183_BURST001.jpg,3264,1836,ball,1431,820,1887,1243
1151,81_test_nagoya_game_a_00493.jpg,800,600,ball,485,55,524,93
1790,166_frame4470.jpg,640,360,ball,425,252,456,282
4481,151_21_02_2018__17_23_31_0070_upper.jpg,640,480,ball,629,90,640,100
306,291_9-framed10284.jpg,1280,720,ball,832,421,878,462
3817,36_euro_ball_game_1_h_00042.jpg,800,600,ball,168,358,205,397
2447,197_1525455888.4920514frame09909.jpg,640,360,ball,34,196,78,239
409,294_56-framed3000.jpg,1280,720,ball,833,527,938,611
3933,32_leipzig_robocup16_010.177.jpg,800,600,ball,312,95,369,150
321,291_8-framed22713-1.jpg,1280,648,ball,647,429,693,472
3850,36_euro_ball_game_1_f_00128.jpg,800,600,ball,379,274,408,303
316,291_8-framed27958-1.jpg,1280,648,ball,303,561,439,649
1379,260_montreal-game01_ak_000133.jpg,800,600,ball,343,159,355,169
254,292_15-framed2434.jpg,1280,720,ball,929,428,1030,516
3632,293_30-framed3491.jpg,1280,720,ball,503,412,562,467
4145,160_frame0164.jpg,640,360,ball,341,34,354,50
3236,293_38-framed2210-1.jpg,960,396,ball,431,180,482,228
3374,293_32-framed955.jpg,1280,720,ball,1252,199,1277,220
2565,197_1525455545.02876frame07144.jpg,640,360,ball,343,128,433,172
2002,IMG_20181003_153003093_BURST004.jpg,3264,1836,ball,1372,504,1779,890
3443,293_32-framed16673.jpg,1280,720,ball,1239,226,1260,247
620,291_2-framed567.jpg,1280,720,ball,895,502,1009,626
532,291_4-framed8717-1.jpg,1280,598,ball,1222,289,1281,419
1920,159_wolves_test_a_032.jpg,640,480,ball,253,220,272,244
566,291_3-framed9677.jpg,1280,720,ball,405,415,496,512
2873,197_1525454857.4742327frame01612.jpg,640,360,ball,152,343,191,360
946,291_10-framed32419.jpg,1280,720,ball,293,89,315,118
131,294_50-framed2972.jpg,1280,720,ball,939,464,1053,586
3030,295_75-framed17150.jpg,1280,720,ball,303,254,356,317
4349,157_sequences_jasper_euro_ball_1_a_00076.jpg,800,600,ball,287,219,337,269
2306,IMG_20181001_164911588_BURST004.jpg,4096,2304,ball,1433,861,2139,1574
1130,81_test_nagoya_game_b_00139.jpg,800,600,ball,186,328,214,356
2452,197_1525455877.6215851frame09816.jpg,640,360,ball,435,246,489,299
3042,295_75-framed15292.jpg,1280,720,ball,870,494,962,596
4351,157_sequences_jasper_euro_ball_1_a_00065.jpg,800,600,ball,252,211,303,257
1636,252_11_06_2018__16_14_08_2773_lower.jpg,320,240,ball,139,80,212,162
2582,197_1525455456.1752322frame06453.jpg,640,360,ball,466,53,527,114
2616,197_1525455308.7323415frame05241.jpg,640,360,ball,347,224,430,311
3038,295_75-framed16007.jpg,1280,720,ball,844,116,984,325
843,292_17-framed2163.jpg,1280,720,ball,565,262,612,307
2033,IMG_20181003_152400696_BURST018.jpg,3264,1836,ball,1227,273,2224,1233
1894,166_frame2149.jpg,640,360,ball,228,161,244,178
3562,295_66-framed15616.jpg,1280,720,ball,1047,130,1079,160
2816,197_1525454958.9272363frame02455.jpg,640,360,ball,89,121,136,165
421,294_55-framed8437-1.jpg,960,720,ball,297,527,322,557
2321,7_leipzig_robocup16_euroball92.jpg,800,600,ball,532,287,604,351
1840,166_frame3189.jpg,640,360,ball,315,179,333,196
4221,157_sequences_jasper_euro_ball_1_i_00075.jpg,800,600,ball,103,169,243,302
1788,166_frame4498.jpg,640,360,ball,531,62,563,92
4133,242_01_06_2018__17_17_01_0128_upper.jpg,640,480,ball,365,336,500,476
2417,5_jan16_seq__000.260.jpg,800,600,ball,225,311,295,380
485,291_7-framed4017.jpg,1280,720,ball,763,358,809,405
2926,196_output_00790.jpg,1920,1080,ball,819,233,1046,454
3595,295_65-framed17988-1.jpg,1280,626,ball,535,294,550,324
4400,156_sequences_jasper_kicking_euro_ball_00456.jpg,800,600,ball,428,198,506,278
3922,35_euro_ball_01_a_00448.jpg,800,600,ball,285,108,343,166
1033,291_1-framed29921.jpg,1280,720,ball,872,207,917,254
4052,36_euro_ball_game_1_n_00968.jpg,800,600,ball,286,154,320,188
904,291_10-framed4586.jpg,1280,720,ball,297,79,325,122
1277,260_montreal-game01_ao_000260.jpg,800,600,ball,441,236,492,285
3629,293_30-framed3831.jpg,1280,720,ball,459,408,518,469
1572,260_montreal-game01_ac_000165.jpg,800,600,ball,59,204,86,230
1556,260_montreal-game01_ac_000257.jpg,800,600,ball,368,204,395,230
2973,196_output_00077.jpg,1920,1080,ball,428,144,585,281
4452,153_sequences_euro_ball_robot_1_b_00329.jpg,800,600,ball,23,300,58,334
1165,81_test_nagoya_game_a_00283.jpg,800,600,ball,246,197,278,232
3977,258_cframe0381.jpg,640,360,ball,375,59,588,264
2481,197_1525455785.865273frame09065.jpg,640,360,ball,234,129,251,143
3755,36_euro_ball_game_1_k_00263.jpg,800,600,ball,427,321,467,361
3124,293_46-framed1701.jpg,1280,720,ball,612,426,710,527
654,291_11-framed3859.jpg,1280,720,ball,144,586,311,720
1139,81_test_nagoya_game_b_00014.jpg,800,600,ball,422,153,456,187
2190,IMG_20181001_165045542_BURST004.jpg,4096,2304,ball,1507,868,2193,1567
2966,196_output_00220.jpg,1920,1080,ball,296,231,443,376
2871,197_1525454870.1034923frame01720.jpg,640,360,ball,267,113,314,160
258,292_15-framed2205.jpg,1280,720,ball,946,426,1040,512
1075,81_test_nagoya_game_d_00328.jpg,800,600,ball,189,338,223,371
132,294_50-framed2407.jpg,1280,720,ball,616,474,706,567
2883,196_output_01399.jpg,1920,1080,ball,1189,78,1352,221
2135,IMG_20181001_165335644_BURST006.jpg,3264,1836,ball,230,413,1297,1495
1877,166_frame2402.jpg,640,360,ball,279,189,296,206
4281,36_euro_ball_game_1_b_00281.jpg,800,600,ball,467,256,525,313
3693,36_euro_ball_game_1_m_00425.jpg,800,600,ball,360,40,439,122
346,294_59-framed149.jpg,1280,720,ball,789,500,854,569
1800,166_frame4075.jpg,640,360,ball,307,21,327,40
3917,35_euro_ball_01_b_00289.jpg,800,600,ball,315,189,381,256
1829,166_frame3350.jpg,640,360,ball,325,97,344,115
4176,15_leipzig_robocup16_003.367.jpg,800,600,ball,440,266,483,310
1214,6_jun16_seq_pos_000.630.jpg,800,600,ball,55,247,124,309
611,291_3-framed12806.jpg,1280,720,ball,710,386,754,451
4366,156_sequences_jasper_kicking_euro_ball_00974.jpg,800,600,ball,406,231,473,298
2157,IMG_20181001_165240877_BURST004.jpg,3264,1836,ball,568,895,1844,1838
3775,36_euro_ball_game_1_j_00291.jpg,800,600,ball,358,60,396,109
3577,295_66-framed11892.jpg,1280,720,ball,1206,254,1236,290
1299,260_montreal-game01_an_000040.jpg,800,600,ball,310,278,363,332
2479,197_1525455786.8651888frame09073.jpg,640,360,ball,339,125,356,138
3359,293_33-framed14116-1.jpg,1280,634,ball,531,288,569,315
4140,190_frame0187.jpg,640,360,ball,185,104,205,124
1396,260_montreal-game01_ak_000020.jpg,800,600,ball,67,198,81,211
394,294_56-framed7421.jpg,1280,720,ball,731,553,818,630
1831,166_frame3293.jpg,640,360,ball,580,82,602,103
3811,36_euro_ball_game_1_h_00164.jpg,800,600,ball,575,278,613,316
1933,14_leipzig_robocup16_002.499.jpg,800,600,ball,494,409,569,484
1452,260_montreal-game01_ag_000094.jpg,800,600,ball,641,236,659,255
3596,295_65-framed17583-1.jpg,1280,626,ball,373,365,407,392
3300,293_34-framed5591.jpg,1920,1080,ball,942,615,1039,706
4487,149_21_02_2018__17_02_52_0249_upper.jpg,640,480,ball,383,146,400,160
1804,166_frame4016.jpg,640,360,ball,354,167,373,185
35,294_61-framed1521-1.jpg,1280,612,ball,632,377,684,414
3832,36_euro_ball_game_1_g_00305.jpg,800,600,ball,326,191,365,234
3313,293_34-framed15759.jpg,1920,1080,ball,669,697,734,800
630,291_12-framed432.jpg,1280,720,ball,472,514,527,563
4483,151_21_02_2018__17_23_31_0066_upper.jpg,640,480,ball,629,90,640,100
42,294_60-framed5845-1.jpg,1280,612,ball,720,364,798,448
734,292_22-framed2191.jpg,1280,720,ball,728,515,827,613
2525,197_1525455687.7633712frame08293.jpg,640,360,ball,280,60,345,124
629,291_12-framed4961.jpg,1280,720,ball,539,368,616,455
3766,36_euro_ball_game_1_k_00118.jpg,800,600,ball,356,296,395,332
4098,36_euro_ball_game_1_n_00302.jpg,800,600,ball,16,267,55,302
1219,6_jun16_seq_pos_000.458.jpg,800,600,ball,273,240,303,270
1114,81_test_nagoya_game_b_00344.jpg,800,600,ball,371,202,405,230
328,291_8-framed13433-1.jpg,1280,648,ball,1000,462,1104,557
2065,IMG_20181003_152336183_BURST006.jpg,3264,1836,ball,1554,622,1876,943
1402,260_montreal-game01_ak_000003.jpg,800,600,ball,282,303,318,338
1740,168_frame0372.jpg,640,360,ball,358,156,379,179
3558,295_66-framed16905.jpg,1280,720,ball,646,211,672,237
3027,295_75-framed18864.jpg,1280,720,ball,358,516,407,584
3615,293_31-framed4667.jpg,1280,720,ball,558,393,592,421
99,294_51-framed5781-1.jpg,1280,598,ball,516,272,602,358
0,294_64-framed995-1.jpg,1280,612,ball,345,420,399,471
1000,291_10-framed13460.jpg,1280,720,ball,323,92,348,114
3256,293_36-framed5488.jpg,1280,720,ball,671,386,702,427
32,294_61-framed460-1.jpg,1280,612,ball,519,563,578,611
2038,IMG_20181003_152400696_BURST013.jpg,3264,1836,ball,1233,852,2278,1828
2707,5_img_fr_nov15_000.830.jpg,800,600,ball,236,311,355,436
2459,197_1525455861.9294524frame09681.jpg,640,360,ball,243,176,297,229
2601,197_1525455361.9375608frame05694.jpg,640,360,ball,235,204,325,285
739,292_22-framed1227.jpg,1280,720,ball,655,532,747,622
3428,293_32-framed19494.jpg,1280,720,ball,962,108,985,127
1699,260_montreal-game01_aa_000300.jpg,800,600,ball,262,8,280,25
3166,293_42-framed9104.jpg,1280,720,ball,1024,325,1135,417
1564,260_montreal-game01_ac_000171.jpg,800,600,ball,420,85,437,101
311,291_8-framed6574-1.jpg,1280,648,ball,671,519,787,604
2017,IMG_20181003_152945215_BURST002.jpg,3264,1836,ball,1560,879,2015,1351
4262,36_euro_ball_game_1_c_00145.jpg,800,600,ball,551,251,577,275
1924,154_sequences_misc_ball_1_00060.jpg,800,600,ball,392,116,436,160
1015,291_1-framed7794.jpg,1280,720,ball,126,281,185,342
1757,168_frame0155.jpg,640,360,ball,461,165,479,183
3411,293_32-framed3776.jpg,1280,720,ball,80,129,112,169
2830,197_1525454934.1718588frame02248.jpg,640,360,ball,190,222,244,280
2308,IMG_20181001_164911588_BURST002.jpg,4096,2304,ball,1634,1197,2314,1930
2678,197_1525455185.0373423frame04231.jpg,640,360,ball,520,26,635,127
2809,197_1525454968.0176806frame02526.jpg,640,360,ball,245,113,287,157
1784,166_frame4649.jpg,640,360,ball,344,176,360,193
4356,157_sequences_jasper_euro_ball_1_a_00037.jpg,800,600,ball,161,175,205,219
2338,7_leipzig_robocup16_euroball198.jpg,800,600,ball,395,67,468,134
1967,IMG_20181003_153059718_BURST007.jpg,3264,1836,ball,1356,890,1999,1485
1969,IMG_20181003_153059718_BURST005.jpg,3264,1836,ball,933,713,1661,1404
1512,260_montreal-game01_af_000121.jpg,800,600,ball,353,179,389,209
3736,36_euro_ball_game_1_l_00078.jpg,800,600,ball,287,122,369,208
1931,14_leipzig_robocup16_002.565.jpg,800,600,ball,613,130,688,211
4004,258_cframe0029.jpg,640,360,ball,149,154,330,337
281,291_9-framed5002.jpg,1280,720,ball,860,425,887,468
3968,25_ball_move_1_00661.jpg,800,600,ball,611,192,666,247
3365,293_33-framed12260-1.jpg,1280,634,ball,569,376,639,455
2179,IMG_20181001_165213168_BURST002.jpg,3264,1836,ball,1254,129,2423,1313
54,294_60-framed18457-1.jpg,1280,612,ball,848,237,864,249
4101,36_euro_ball_game_1_n_00223.jpg,800,600,ball,344,399,377,429
3554,295_66-framed17764.jpg,1280,720,ball,749,231,772,259
1661,262_montreal-game04_ab_000185.jpg,800,600,ball,40,100,68,128
1156,81_test_nagoya_game_a_00416.jpg,800,600,ball,533,206,572,246
358,294_58-framed3309.jpg,1280,720,ball,36,295,92,339
2627,197_1525455295.4202023frame05127.jpg,640,360,ball,179,182,348,283
1090,81_test_nagoya_game_c_00268.jpg,800,600,ball,339,47,420,145
537,291_4-framed8146-1.jpg,1280,598,ball,795,307,893,417
488,291_7-framed3300-1.jpg,960,720,ball,656,331,688,364
1183,81_test_nagoya_game_a_00007.jpg,800,600,ball,418,115,455,152
2475,197_1525455791.7252111frame09112.jpg,640,360,ball,86,142,104,159
3808,36_euro_ball_game_1_h_00217.jpg,800,600,ball,465,372,505,409
956,291_10-framed29192.jpg,1280,720,ball,264,83,293,114
4344,157_sequences_jasper_euro_ball_1_b_00023.jpg,800,600,ball,332,279,388,336
504,291_6-framed2619.jpg,1280,720,ball,1055,370,1129,439
1738,260_montreal-game01_aa_000048.jpg,800,600,ball,155,188,187,219
8,294_64-framed3111-1.jpg,1280,612,ball,728,448,770,492
3469,293_32-framed11433.jpg,1280,720,ball,556,152,581,180
3957,30_leipzig_robocup16_007.715.jpg,800,600,ball,297,51,375,133
3461,293_32-framed14658.jpg,1280,720,ball,717,112,744,139
2222,IMG_20181001_165011639.jpg,4096,2304,ball,982,309,1607,989
711,292_23-framed3399-1.jpg,1280,598,ball,870,344,964,451
3504,295_67-framed766.jpg,1280,720,ball,1193,69,1231,113
4107,36_euro_ball_game_1_n_00170.jpg,800,600,ball,717,357,755,390
3444,293_32-framed16673.jpg,1280,720,ball,254,222,275,249
713,292_23-framed18434-1.jpg,1280,598,ball,730,277,813,358
2316,IMG_20181001_164900268.jpg,4096,2304,ball,1170,437,2388,1702
3529,295_67-framed1047.jpg,1280,720,ball,1183,97,1219,136
2058,IMG_20181003_152336183_BURST013.jpg,3264,1836,ball,1404,825,1715,1174
2212,IMG_20181001_165017062_BURST007.jpg,4096,2304,ball,1473,141,2193,740
4427,155_sequences_misc_ball_robot_1_b_00202.jpg,800,600,ball,241,298,296,357
4046,258_aframe0087.jpg,640,360,ball,373,161,483,271
3321,293_34-framed12895.jpg,1920,1080,ball,706,623,837,754
1325,260_montreal-game01_am_000113.jpg,800,600,ball,443,384,477,417
2795,197_1525455059.3525815frame03248.jpg,640,360,ball,373,109,401,136
1098,81_test_nagoya_game_c_00198.jpg,800,600,ball,69,283,165,376
937,291_10-framed3780.jpg,1280,720,ball,319,85,352,128
1207,6_jun16_seq_pos_000.760.jpg,800,600,ball,435,290,504,359
3500,295_68-framed3248-1.jpg,1280,540,ball,581,271,602,286
196,292_27-framed1561.jpg,1280,720,ball,651,368,679,402
881,291_10-framed553.jpg,1280,720,ball,299,85,321,106
4213,15_leipzig_robocup16_002.799.jpg,800,600,ball,410,96,449,138
3024,295_75-framed2149.jpg,1280,720,ball,458,382,477,405
483,291_7-framed436.jpg,1280,720,ball,486,370,516,407
3440,293_32-framed17479.jpg,1280,720,ball,313,176,340,201
2233,IMG_20181003_152540513_BURST007.jpg,3264,1836,ball,959,670,1651,1292
2485,197_1525455780.1100552frame09019.jpg,640,360,ball,230,66,248,80
2513,197_1525455729.0519588frame08614.jpg,640,360,ball,0,78,59,165
3402,293_32-framed4985.jpg,1280,720,ball,74,169,101,197
4088,36_euro_ball_game_1_n_00494.jpg,800,600,ball,589,370,621,400
916,291_10-framed41293.jpg,1280,720,ball,657,248,718,293
4383,156_sequences_jasper_kicking_euro_ball_00719.jpg,800,600,ball,302,296,420,416
3721,36_euro_ball_game_1_m_00109.jpg,800,600,ball,442,157,509,227
3712,36_euro_ball_game_1_m_00222.jpg,800,600,ball,715,43,739,63
4326,157_sequences_jasper_euro_ball_1_d_00145.jpg,800,600,ball,343,109,468,235
1662,262_montreal-game04_ab_000145.jpg,800,600,ball,98,290,130,318
4035,258_aframe0223.jpg,640,360,ball,210,150,326,268
